position,layer,auc,acc,f1,logloss,ece
prompt_last,0,0.5,0.559322033898305,0.717391304347826,0.6931471805599454,0.05932203389830504
prompt_last,1,0.5862470862470862,0.5423728813559322,0.5970149253731343,1.602035917078758,0.3329837346900563
prompt_last,2,0.7482517482517482,0.7457627118644068,0.782608695652174,1.0269322488645019,0.2395019574493764
prompt_last,3,0.7715617715617715,0.6949152542372882,0.7,0.8979779614225764,0.25084134882840065
prompt_last,4,0.6864801864801865,0.5932203389830508,0.6129032258064516,1.2558698070499732,0.32101121806537763
prompt_last,5,0.6515151515151516,0.6271186440677966,0.65625,1.3657392090012745,0.32226523548402636
prompt_last,6,0.6724941724941725,0.6271186440677966,0.6451612903225806,1.2265230240330698,0.2543826791125269
prompt_last,7,0.6282051282051282,0.576271186440678,0.6031746031746031,1.4909950097556197,0.36193299605219914
prompt_last,8,0.6118881118881119,0.576271186440678,0.6031746031746031,1.8149320266495743,0.40114920308685476
prompt_last,9,0.6421911421911422,0.5932203389830508,0.5862068965517241,1.7353341962138091,0.3511254009052134
prompt_last,10,0.6736596736596736,0.6101694915254238,0.6101694915254238,1.6444301156869021,0.3352284461823085
prompt_last,11,0.6946386946386945,0.5932203389830508,0.6,1.4587490846531572,0.3575816171338172
prompt_last,12,0.7027972027972028,0.6779661016949152,0.6885245901639344,1.2232543333530932,0.2893004911417848
prompt_last,13,0.6305361305361306,0.6271186440677966,0.65625,1.4780257290993786,0.33191668081738734
prompt_last,14,0.6270396270396271,0.5254237288135594,0.5333333333333333,1.5370782083037755,0.3595446930807813
prompt_last,15,0.675990675990676,0.6271186440677966,0.65625,1.5835558014345026,0.3430074914800675
prompt_last,16,0.6468531468531469,0.5932203389830508,0.6363636363636364,1.7221979764838162,0.364511527443114
prompt_last,17,0.627039627039627,0.6271186440677966,0.6764705882352942,1.8916161207410342,0.33361422380309624
prompt_last,18,0.6398601398601398,0.6610169491525424,0.696969696969697,1.7464627411547538,0.3054701055160806
prompt_last,19,0.6585081585081585,0.6610169491525424,0.7058823529411765,1.4085728005916942,0.2944006868963923
prompt_last,20,0.6923076923076923,0.711864406779661,0.7536231884057971,1.2921955358167079,0.28053066850299174
prompt_last,21,0.7482517482517483,0.7288135593220338,0.7575757575757576,1.1749688281032318,0.24037377883123168
prompt_last,22,0.7890442890442891,0.7457627118644068,0.782608695652174,0.9315892367200925,0.1680163300170662
prompt_last,23,0.8286713286713286,0.7457627118644068,0.7619047619047619,0.8566157726958079,0.18730501125560117
prompt_last,24,0.81002331002331,0.7457627118644068,0.7692307692307693,0.9991732132697552,0.24381022812167624
prompt_last,25,0.7564102564102565,0.6610169491525424,0.6875,1.025490474079372,0.23904199074026594
prompt_last,26,0.7645687645687645,0.6440677966101694,0.6557377049180327,0.9935967273273358,0.2773246353220057
prompt_last,27,0.773892773892774,0.6949152542372882,0.7272727272727273,1.0267039011506551,0.27200555410424326
prompt_last,28,0.7785547785547785,0.6779661016949152,0.7164179104477612,0.9283622088318148,0.2557751595321684
prompt_last,29,0.7610722610722611,0.7288135593220338,0.7419354838709677,1.0410728872457522,0.2323394444549833
prompt_last,30,0.7925407925407925,0.7288135593220338,0.7419354838709677,0.8946514716242492,0.2130440065666397
prompt_last,31,0.789044289044289,0.711864406779661,0.7301587301587301,0.8668613319432359,0.21225458113700374
prompt_last,32,0.7960372960372961,0.6949152542372882,0.7096774193548387,0.766292082629698,0.19572345936806707
prompt_last,33,0.7121212121212122,0.6610169491525424,0.696969696969697,1.0700426447035247,0.2781427070141145
prompt_last,34,0.7610722610722611,0.7288135593220338,0.75,0.8385847196275957,0.24396062530942347
prompt_last,35,0.7272727272727273,0.6779661016949152,0.7164179104477612,0.8464299763272453,0.2289055907002372
prompt_last,36,0.7424242424242424,0.6779661016949152,0.7164179104477612,0.7987186800325552,0.22189128277762277
answer_first,0,0.5361305361305362,0.4915254237288136,0.4642857142857143,1.2886745016123462,0.3120171112153396
answer_first,1,0.5979020979020979,0.576271186440678,0.5901639344262295,1.5930663695068763,0.33482633703423237
answer_first,2,0.583916083916084,0.5423728813559322,0.5573770491803278,1.9229618465451381,0.3812368817156562
answer_first,3,0.6386946386946386,0.559322033898305,0.5806451612903226,1.51135913786786,0.36697526677217385
answer_first,4,0.6585081585081585,0.576271186440678,0.5901639344262295,1.4665432839801935,0.3745107036462374
answer_first,5,0.6468531468531468,0.576271186440678,0.6153846153846154,1.2312148139609074,0.29621527483154975
answer_first,6,0.6748251748251749,0.6101694915254238,0.6229508196721312,1.2678740911444581,0.2913268792354863
answer_first,7,0.6969696969696969,0.6440677966101694,0.6666666666666666,1.397421040546529,0.2714771538992506
answer_first,8,0.7342657342657343,0.7288135593220338,0.7647058823529411,1.1327490327791774,0.24392824897105111
answer_first,9,0.7307692307692307,0.6779661016949152,0.7076923076923077,1.1227621812774167,0.23490812605152478
answer_first,10,0.7121212121212122,0.7288135593220338,0.7419354838709677,1.1292085112850312,0.2808854193053278
answer_first,11,0.6386946386946386,0.5932203389830508,0.6129032258064516,1.356976072380824,0.3092809199340655
answer_first,12,0.6107226107226108,0.5932203389830508,0.6470588235294118,1.7173971256017597,0.3682127200723452
answer_first,13,0.5827505827505828,0.6101694915254238,0.6666666666666666,1.468439319876458,0.3260956360606935
answer_first,14,0.6107226107226107,0.5932203389830508,0.6571428571428571,1.3002790864792366,0.3302908926169587
answer_first,15,0.6969696969696969,0.6101694915254238,0.6567164179104478,1.082056030438432,0.299196091330315
answer_first,16,0.7191142191142191,0.7288135593220338,0.7714285714285715,1.1379456130916505,0.21669855069185842
answer_first,17,0.7086247086247086,0.7457627118644068,0.7945205479452054,1.2208247300684356,0.2560213944462375
answer_first,18,0.7016317016317016,0.7288135593220338,0.7777777777777778,1.1061956583889616,0.23875725387382105
answer_first,19,0.7237762237762237,0.7288135593220338,0.7714285714285715,0.9641415855769921,0.2735837093948741
answer_first,20,0.7284382284382285,0.711864406779661,0.7605633802816901,1.0115340079533384,0.2427217239394576
answer_first,21,0.6946386946386947,0.6779661016949152,0.7246376811594203,1.1139215939922258,0.2438444990391463
answer_first,22,0.6934731934731935,0.6779661016949152,0.7246376811594203,1.073404409226401,0.28444676237142
answer_first,23,0.7097902097902098,0.6779661016949152,0.6984126984126984,1.152043669699294,0.24776716237366536
answer_first,24,0.68997668997669,0.6440677966101694,0.6865671641791045,1.2061699972404984,0.2788897506998488
answer_first,25,0.6981351981351982,0.6779661016949152,0.7076923076923077,1.1687950666128997,0.23002233699929772
answer_first,26,0.7191142191142191,0.6440677966101694,0.676923076923077,1.1073697583789115,0.2687696690599846
answer_first,27,0.7424242424242424,0.6271186440677966,0.6764705882352942,1.0707907359433388,0.2909647607252792
answer_first,28,0.7365967365967365,0.6610169491525424,0.696969696969697,0.9644247999450019,0.2428575086534755
answer_first,29,0.7412587412587412,0.7288135593220338,0.7575757575757576,0.9286408111591185,0.20150863686599554
answer_first,30,0.7995337995337995,0.7288135593220338,0.75,0.8437768539712351,0.1937265262296129
answer_first,31,0.7482517482517481,0.711864406779661,0.7301587301587301,0.9553863415656187,0.22540279671889116
answer_first,32,0.7400932400932401,0.6949152542372882,0.7096774193548387,0.8717623313089936,0.19611053913518467
answer_first,33,0.6841491841491841,0.6610169491525424,0.6774193548387096,0.9867978051632763,0.29759285312037337
answer_first,34,0.7004662004662005,0.6779661016949152,0.7076923076923077,0.9633707517227766,0.24494955408032235
answer_first,35,0.675990675990676,0.6610169491525424,0.7142857142857143,0.9911376119018911,0.2080358621462343
answer_first,36,0.627039627039627,0.6101694915254238,0.6666666666666666,0.9287628569103552,0.2442802568152364
answer_last,0,0.5897435897435898,0.5932203389830508,0.625,0.9466821452956546,0.20825257098683134
answer_last,1,0.6351981351981353,0.6101694915254238,0.6461538461538462,1.2089306381271554,0.26577466288883067
answer_last,2,0.6433566433566433,0.6440677966101694,0.676923076923077,1.0489900699169044,0.23257204304861062
answer_last,3,0.7156177156177156,0.6610169491525424,0.696969696969697,0.9266057096600905,0.22343910505406547
answer_last,4,0.7121212121212122,0.6949152542372882,0.7096774193548387,0.9457122351968132,0.1809911893057062
answer_last,5,0.7307692307692307,0.6949152542372882,0.7352941176470589,0.8209406060021253,0.18408336790398183
answer_last,6,0.6678321678321678,0.576271186440678,0.647887323943662,0.7797155906729177,0.2243240731748743
answer_last,7,0.6142191142191141,0.5423728813559322,0.6086956521739131,1.0316126148000888,0.28217788842752217
answer_last,8,0.6585081585081585,0.6271186440677966,0.6666666666666666,0.9682237667318148,0.24920638258665578
answer_last,9,0.6491841491841492,0.5932203389830508,0.625,0.9418233823849487,0.2613930400617686
answer_last,10,0.5990675990675991,0.576271186440678,0.6376811594202898,1.0516947019240253,0.30430756036477036
answer_last,11,0.6223776223776224,0.5423728813559322,0.5846153846153846,1.129750023324669,0.3117075860610001
answer_last,12,0.6363636363636364,0.576271186440678,0.5901639344262295,1.182875099282614,0.28949862885218114
answer_last,13,0.5594405594405594,0.559322033898305,0.59375,1.3221434918521469,0.35464841906488576
answer_last,14,0.7121212121212122,0.6440677966101694,0.6666666666666666,0.9791409361002867,0.2561400398197189
answer_last,15,0.7249417249417249,0.711864406779661,0.7301587301587301,0.9044746748086671,0.25945758864907903
answer_last,16,0.8030303030303031,0.711864406779661,0.7384615384615385,0.7321080724868182,0.18867991617402646
answer_last,17,0.7715617715617715,0.7457627118644068,0.7761194029850746,0.8016884574788657,0.22531329963941454
answer_last,18,0.7762237762237763,0.711864406779661,0.746268656716418,0.7516869458211589,0.19810360525306983
answer_last,19,0.7797202797202798,0.7288135593220338,0.7714285714285715,0.8090047705161781,0.18347615572973552
answer_last,20,0.8566433566433566,0.7796610169491526,0.8169014084507042,0.6156821101051091,0.15330694160284483
answer_last,21,0.8531468531468531,0.8305084745762712,0.8529411764705882,0.6856144551576794,0.14744292426119476
answer_last,22,0.8624708624708626,0.8305084745762712,0.8529411764705882,0.5884342315689837,0.15720618371991762
answer_last,23,0.8776223776223776,0.8135593220338984,0.835820895522388,0.5559327907432225,0.1389425550940561
answer_last,24,0.8927738927738927,0.8305084745762712,0.8571428571428571,0.5083195487546935,0.11178339344553151
answer_last,25,0.8892773892773893,0.864406779661017,0.8823529411764706,0.5521809711058983,0.1503859378646521
answer_last,26,0.9207459207459207,0.7966101694915254,0.8333333333333334,0.43182279678954255,0.1350241134447008
answer_last,27,0.9032634032634033,0.8135593220338984,0.8450704225352113,0.49075992422478876,0.14160472180446512
answer_last,28,0.8962703962703962,0.8305084745762712,0.8571428571428571,0.5251332925578531,0.1251408221365621
answer_last,29,0.9184149184149184,0.847457627118644,0.8695652173913043,0.4107500579458174,0.1266659150938862
answer_last,30,0.9184149184149184,0.8983050847457628,0.9117647058823529,0.41135680235769306,0.13090443127230444
answer_last,31,0.9009324009324009,0.864406779661017,0.8857142857142857,0.4668271243521685,0.12462491011447685
answer_last,32,0.9195804195804196,0.8813559322033898,0.8985507246376812,0.3831623008134174,0.1136583288218502
answer_last,33,0.9277389277389276,0.864406779661017,0.8857142857142857,0.3707401610698682,0.09612610684533232
answer_last,34,0.9265734265734267,0.864406779661017,0.8857142857142857,0.3953934376139947,0.14517106992237264
answer_last,35,0.9277389277389279,0.864406779661017,0.8857142857142857,0.36637844181266094,0.0664941336084075
answer_last,36,0.9289044289044288,0.8305084745762712,0.8529411764705882,0.35847135971491273,0.14175549289927372
